,id,obs_time,satisfaction,sex,age_marriage,cohab,income,hw_all
113,91,169,5.2,female,21,0,27129.6,1
114,91,319,3.9,female,21,0,27129.6,1
115,91,348,3.7,female,21,0,27129.6,1
116,92,4,9.1,female,24,1,31219.2,1
117,92,42,9.9,female,24,1,31219.2,1
118,92,102,7.6,female,24,1,31219.2,1
119,92,142,7,female,24,1,31219.2,1
120,92,166,7.5,female,24,1,31219.2,1
121,92,186,5.9,female,24,1,31219.2,1
122,92,376,3.2,female,24,1,31219.2,1
123,92,387,2.9,female,24,1,31219.2,1
124,95,25,6.3,female,30,0,57964.8,1
125,95,48,5.8,female,30,0,57964.8,1
126,95,169,4.3,female,30,0,57964.8,1
127,95,228,5.5,female,30,0,57964.8,1
128,95,358,2.4,female,30,0,57964.8,1
129,95,384,3,female,30,0,57964.8,1
130,105,7,6.3,female,21,0,34214.4,0
131,105,42,4.5,female,21,0,34214.4,0
132,105,100,5.3,female,21,0,34214.4,0
133,105,114,7,female,21,0,34214.4,0
134,105,186,4.6,female,21,0,34214.4,0
135,105,228,4.4,female,21,0,34214.4,0
136,105,299,4.6,female,21,0,34214.4,0
137,105,306,2.4,female,21,0,34214.4,0
138,105,332,3.4,female,21,0,34214.4,0
139,114,18,9.4,female,27,1,27763.2,1
140,114,69,8.2,female,27,1,27763.2,1
141,114,71,8.2,female,27,1,27763.2,1
142,114,113,7.8,female,27,1,27763.2,1
143,114,153,7.8,female,27,1,27763.2,1
144,114,165,6.8,female,27,1,27763.2,1
145,114,240,6,female,27,1,27763.2,1
146,114,260,6.7,female,27,1,27763.2,1
147,114,266,5.6,female,27,1,27763.2,1
148,114,280,5.2,female,27,1,27763.2,1
149,114,297,6.7,female,27,1,27763.2,1
150,114,372,5.5,female,27,1,27763.2,1
151,120,27,7.3,female,32,1,48230.4,1
152,120,33,6.9,female,32,1,48230.4,1
153,120,100,6.6,female,32,1,48230.4,1
154,120,172,6.9,female,32,1,48230.4,1
155,120,174,6.9,female,32,1,48230.4,1
156,120,181,6.5,female,32,1,48230.4,1
157,120,209,5.8,female,32,1,48230.4,1
158,120,227,5.5,female,32,1,48230.4,1
159,120,248,4.5,female,32,1,48230.4,1
160,120,255,5.3,female,32,1,48230.4,1
161,120,304,4.7,female,32,1,48230.4,1
162,120,317,4.5,female,32,1,48230.4,1
163,120,332,5.5,female,32,1,48230.4,1
164,120,391,3.3,female,32,1,48230.4,1
165,122,30,8,female,25,1,24979.2,1
166,122,50,6.6,female,25,1,24979.2,1
167,122,226,4,female,25,1,24979.2,1
168,122,260,3.2,female,25,1,24979.2,1
169,122,297,4,female,25,1,24979.2,1
170,130,152,6.9,female,30,0,34828.8,0
171,130,192,7.7,female,30,0,34828.8,0
172,130,196,8.6,female,30,0,34828.8,0
173,130,252,5.4,female,30,0,34828.8,0
174,130,257,7,female,30,0,34828.8,0
175,130,303,6,female,30,0,34828.8,0
176,130,370,4.9,female,30,0,34828.8,0
177,131,22,7.4,female,22,1,28204.8,1
178,131,65,5.7,female,22,1,28204.8,1
179,131,178,6.1,female,22,1,28204.8,1
180,131,183,5.5,female,22,1,28204.8,1
181,131,226,6.1,female,22,1,28204.8,1
182,131,238,5.4,female,22,1,28204.8,1
183,131,241,4.3,female,22,1,28204.8,1
184,131,293,4.2,female,22,1,28204.8,1
185,131,324,4,female,22,1,28204.8,1
186,139,24,6.3,female,29,1,26822.4,0
187,139,38,6.6,female,29,1,26822.4,0
188,139,135,4.1,female,29,1,26822.4,0
189,139,148,3.1,female,29,1,26822.4,0
190,139,199,2.3,female,29,1,26822.4,0
191,139,316,2.1,female,29,1,26822.4,0
192,139,320,1.2,female,29,1,26822.4,0
193,139,344,1,female,29,1,26822.4,0
194,140,3,9.7,female,26,1,12998.4,0
195,140,59,9.2,female,26,1,12998.4,0
196,140,97,10,female,26,1,12998.4,0
197,140,108,9.6,female,26,1,12998.4,0
198,140,131,10,female,26,1,12998.4,0
199,140,180,7.6,female,26,1,12998.4,0
200,140,211,10,female,26,1,12998.4,0
201,140,221,6.6,female,26,1,12998.4,0
202,140,224,8,female,26,1,12998.4,0
203,140,253,7,female,26,1,12998.4,0
204,140,260,7.5,female,26,1,12998.4,0
205,140,267,8.2,female,26,1,12998.4,0
206,140,376,5.8,female,26,1,12998.4,0
207,142,105,6.5,female,21,0,15417.6,1
208,142,220,5,female,21,0,15417.6,1
209,142,339,4.7,female,21,0,15417.6,1
210,142,348,3.8,female,21,0,15417.6,1
211,142,354,4,female,21,0,15417.6,1
212,142,386,3.5,female,21,0,15417.6,1
213,146,212,4.5,female,31,1,24115.2,1
214,146,292,3.9,female,31,1,24115.2,1
215,146,374,2.1,female,31,1,24115.2,1
216,146,398,3.4,female,31,1,24115.2,1
217,149,285,4.9,female,31,1,31180.8,1
218,149,291,4.4,female,31,1,31180.8,1
219,149,331,3.5,female,31,1,31180.8,1
220,156,9,8.5,female,18,1,20294.4,1
221,156,21,9.1,female,18,1,20294.4,1
222,156,29,8.7,female,18,1,20294.4,1
223,156,129,6.8,female,18,1,20294.4,1
224,156,163,7.7,female,18,1,20294.4,1
225,156,176,7.3,female,18,1,20294.4,1
226,156,189,7.2,female,18,1,20294.4,1
227,156,192,6.9,female,18,1,20294.4,1
228,165,33,5.2,female,25,1,18355.2,0
229,165,65,3.9,female,25,1,18355.2,0
230,165,136,3.1,female,25,1,18355.2,0
231,165,148,5,female,25,1,18355.2,0
232,165,184,4.7,female,25,1,18355.2,0
233,165,211,3.9,female,25,1,18355.2,0
234,165,262,2.4,female,25,1,18355.2,0
235,165,274,1.7,female,25,1,18355.2,0
236,165,289,3.7,female,25,1,18355.2,0
237,165,368,1.8,female,25,1,18355.2,0
238,167,35,6.9,female,28,1,21849.6,1
239,167,88,5.8,female,28,1,21849.6,1
240,167,123,7.3,female,28,1,21849.6,1
241,167,197,4.2,female,28,1,21849.6,1
242,167,215,5.8,female,28,1,21849.6,1
243,167,302,4.9,female,28,1,21849.6,1
244,167,324,3.2,female,28,1,21849.6,1
245,167,332,2.9,female,28,1,21849.6,1
246,167,353,4.4,female,28,1,21849.6,1
247,169,5,8.2,female,33,1,24614.4,1
248,169,66,6.1,female,33,1,24614.4,1
249,169,101,6.4,female,33,1,24614.4,1
250,169,130,4.6,female,33,1,24614.4,1
251,169,148,4.1,female,33,1,24614.4,1
252,169,273,4,female,33,1,24614.4,1
253,169,335,4,female,33,1,24614.4,1
254,169,356,4.3,female,33,1,24614.4,1
255,169,381,3.6,female,33,1,24614.4,1
256,169,394,4,female,33,1,24614.4,1
257,177,17,6,female,33,1,48038.4,1
258,177,76,4.2,female,33,1,48038.4,1
259,177,214,4.2,female,33,1,48038.4,1
260,177,265,4,female,33,1,48038.4,1
261,177,324,5.2,female,33,1,48038.4,1
262,181,9,5.5,female,30,1,39936,0
263,181,31,6.9,female,30,1,39936,0
264,181,60,6,female,30,1,39936,0
265,181,94,6.7,female,30,1,39936,0
266,181,137,3.7,female,30,1,39936,0
267,181,165,3.7,female,30,1,39936,0
268,181,166,4.4,female,30,1,39936,0
269,181,270,4.7,female,30,1,39936,0
270,181,276,3.6,female,30,1,39936,0
271,181,303,3.9,female,30,1,39936,0
272,183,11,7.2,female,30,0,64204.8,1
273,183,112,6.8,female,30,0,64204.8,1
274,183,158,6.1,female,30,0,64204.8,1
275,183,172,6.2,female,30,0,64204.8,1
276,183,183,6.4,female,30,0,64204.8,1
277,183,308,4.9,female,30,0,64204.8,1
278,183,309,4.4,female,30,0,64204.8,1
279,183,388,4.6,female,30,0,64204.8,1
280,191,11,6.6,female,24,1,19315.2,0
281,191,30,4.6,female,24,1,19315.2,0
282,191,79,7,female,24,1,19315.2,0
283,191,95,6,female,24,1,19315.2,0
284,191,143,5.3,female,24,1,19315.2,0
285,191,204,5.9,female,24,1,19315.2,0
286,191,245,4.8,female,24,1,19315.2,0
287,191,327,4,female,24,1,19315.2,0
288,191,338,4.6,female,24,1,19315.2,0
289,191,341,4.9,female,24,1,19315.2,0
290,191,345,5.6,female,24,1,19315.2,0
291,191,367,4.5,female,24,1,19315.2,0
292,205,99,6.8,female,32,1,18316.8,1
293,205,143,5.4,female,32,1,18316.8,1
294,205,214,4.8,female,32,1,18316.8,1
295,205,256,4.9,female,32,1,18316.8,1
296,205,346,5.4,female,32,1,18316.8,1
297,205,398,3.1,female,32,1,18316.8,1
298,206,55,7.9,female,22,1,62188.8,1
299,206,57,8.4,female,22,1,62188.8,1
300,206,150,6,female,22,1,62188.8,1
301,206,161,5.7,female,22,1,62188.8,1
302,206,162,7.2,female,22,1,62188.8,1
303,206,255,4.9,female,22,1,62188.8,1
304,206,257,5.7,female,22,1,62188.8,1
305,206,271,5.8,female,22,1,62188.8,1
306,209,269,8.3,female,31,1,32966.4,0
307,209,303,5.2,female,31,1,32966.4,0
308,209,358,7.2,female,31,1,32966.4,0
309,216,62,6.2,female,29,1,26073.6,0
310,216,73,7,female,29,1,26073.6,0
311,216,83,6.9,female,29,1,26073.6,0
312,216,90,5.7,female,29,1,26073.6,0
313,216,151,7,female,29,1,26073.6,0
314,216,192,5.8,female,29,1,26073.6,0
315,216,205,3.8,female,29,1,26073.6,0
316,216,244,4.8,female,29,1,26073.6,0
317,216,253,4.9,female,29,1,26073.6,0
318,216,327,4.9,female,29,1,26073.6,0
319,216,330,5.7,female,29,1,26073.6,0
320,217,29,8.3,female,30,1,16051.2,1
321,217,114,6.4,female,30,1,16051.2,1
322,217,213,6.3,female,30,1,16051.2,1
323,217,255,6.4,female,30,1,16051.2,1
324,236,42,8.5,female,27,1,23270.4,1
325,236,45,8.2,female,27,1,23270.4,1
326,236,54,8.6,female,27,1,23270.4,1
327,236,105,7.7,female,27,1,23270.4,1
328,236,126,7.7,female,27,1,23270.4,1
329,236,157,6.4,female,27,1,23270.4,1
330,236,177,5.1,female,27,1,23270.4,1
331,236,322,6.4,female,27,1,23270.4,1
332,236,323,5.3,female,27,1,23270.4,1
333,236,365,4.1,female,27,1,23270.4,1
334,240,86,6.8,female,22,1,19161.6,1
335,240,129,6.4,female,22,1,19161.6,1
336,240,181,4.9,female,22,1,19161.6,1
337,240,190,5.6,female,22,1,19161.6,1
338,240,315,3.5,female,22,1,19161.6,1
339,240,337,3.4,female,22,1,19161.6,1
340,240,352,4.9,female,22,1,19161.6,1
341,240,355,4.4,female,22,1,19161.6,1
342,246,51,8.8,female,36,1,24902.4,0
343,246,60,8.2,female,36,1,24902.4,0
344,246,101,7.3,female,36,1,24902.4,0
345,246,146,6.5,female,36,1,24902.4,0
346,246,307,5.6,female,36,1,24902.4,0
347,246,337,6,female,36,1,24902.4,0
348,254,5,7.4,female,26,1,75494.4,0
349,254,7,8.2,female,26,1,75494.4,0
350,254,8,7.5,female,26,1,75494.4,0
351,254,23,6.8,female,26,1,75494.4,0
352,254,34,8.2,female,26,1,75494.4,0
353,254,59,7.9,female,26,1,75494.4,0
354,254,82,6.6,female,26,1,75494.4,0
355,254,83,6.8,female,26,1,75494.4,0
356,254,94,6.9,female,26,1,75494.4,0
357,254,125,7.1,female,26,1,75494.4,0
358,254,263,4.9,female,26,1,75494.4,0
359,254,297,5.1,female,26,1,75494.4,0
360,254,365,5.6,female,26,1,75494.4,0
361,255,11,8.4,female,28,1,38208,1
362,255,78,7.5,female,28,1,38208,1
363,255,110,8,female,28,1,38208,1
364,255,116,8.2,female,28,1,38208,1
365,255,169,7.5,female,28,1,38208,1
366,255,196,5.9,female,28,1,38208,1
367,255,208,5.6,female,28,1,38208,1
368,255,267,5.8,female,28,1,38208,1
369,255,305,4.4,female,28,1,38208,1
370,261,81,6.3,female,26,1,43027.2,1
371,261,181,5.4,female,26,1,43027.2,1
372,261,276,3.9,female,26,1,43027.2,1
373,261,292,5,female,26,1,43027.2,1
374,261,358,4.8,female,26,1,43027.2,1
375,264,50,9.8,female,23,1,13132.8,0
376,264,69,7.9,female,23,1,13132.8,0
377,264,129,8.9,female,23,1,13132.8,0
378,264,147,7.6,female,23,1,13132.8,0
379,264,152,9.1,female,23,1,13132.8,0
380,264,175,8.4,female,23,1,13132.8,0
381,264,185,9,female,23,1,13132.8,0
382,264,234,8.1,female,23,1,13132.8,0
383,265,0,6.2,female,18,1,22694.4,1
384,265,10,7.7,female,18,1,22694.4,1
385,265,11,6.4,female,18,1,22694.4,1
386,265,31,4.5,female,18,1,22694.4,1
387,265,74,6.2,female,18,1,22694.4,1
388,265,151,5.1,female,18,1,22694.4,1
389,265,152,4.3,female,18,1,22694.4,1
390,265,183,3.9,female,18,1,22694.4,1
391,265,209,6.7,female,18,1,22694.4,1
392,265,224,4.4,female,18,1,22694.4,1
393,265,240,4,female,18,1,22694.4,1
394,265,277,3.8,female,18,1,22694.4,1
395,265,300,3.5,female,18,1,22694.4,1
396,266,12,9,female,30,0,19910.4,1
397,266,32,7.6,female,30,0,19910.4,1
398,266,87,9,female,30,0,19910.4,1
399,266,104,9.2,female,30,0,19910.4,1
400,266,144,8.9,female,30,0,19910.4,1
401,278,61,10,female,19,1,94502.4,0
402,278,103,10,female,19,1,94502.4,0
403,278,120,9.7,female,19,1,94502.4,0
404,278,145,9.4,female,19,1,94502.4,0
405,278,180,10,female,19,1,94502.4,0
406,278,202,8.7,female,19,1,94502.4,0
407,278,249,7.3,female,19,1,94502.4,0
408,278,257,7.5,female,19,1,94502.4,0
409,278,334,6.6,female,19,1,94502.4,0
410,278,379,7.3,female,19,1,94502.4,0
411,281,136,7.6,female,30,0,46233.6,1
412,281,174,6.9,female,30,0,46233.6,1
413,281,209,7.1,female,30,0,46233.6,1
414,281,252,4.4,female,30,0,46233.6,1
415,281,261,4,female,30,0,46233.6,1
416,281,288,5.3,female,30,0,46233.6,1
417,281,317,5.1,female,30,0,46233.6,1
418,281,382,4.4,female,30,0,46233.6,1
419,282,70,9.5,female,28,1,11078.4,1
420,282,127,7.5,female,28,1,11078.4,1
421,282,131,8.5,female,28,1,11078.4,1
422,282,141,8.6,female,28,1,11078.4,1
423,282,151,6.9,female,28,1,11078.4,1
424,282,227,6.3,female,28,1,11078.4,1
425,282,230,6.7,female,28,1,11078.4,1
426,282,330,4.6,female,28,1,11078.4,1
427,282,351,5.8,female,28,1,11078.4,1
428,282,353,6,female,28,1,11078.4,1
429,282,359,6.1,female,28,1,11078.4,1
430,282,384,4.4,female,28,1,11078.4,1
431,282,396,3.6,female,28,1,11078.4,1
432,286,101,6.5,female,25,1,35347.2,0
433,286,207,4.4,female,25,1,35347.2,0
434,286,234,5.6,female,25,1,35347.2,0
435,286,290,5.3,female,25,1,35347.2,0
436,286,291,5.2,female,25,1,35347.2,0
437,286,371,2.5,female,25,1,35347.2,0
438,294,59,8.7,female,25,1,45158.4,1
439,294,377,6.5,female,25,1,45158.4,1
440,294,386,5.8,female,25,1,45158.4,1
441,298,11,6.7,female,21,1,41107.2,1
442,298,17,6.8,female,21,1,41107.2,1
443,298,127,4.8,female,21,1,41107.2,1
444,298,194,4,female,21,1,41107.2,1
445,298,244,5.1,female,21,1,41107.2,1
446,298,295,4.7,female,21,1,41107.2,1
447,298,377,3.4,female,21,1,41107.2,1
448,300,57,6.8,female,28,1,17702.4,0
449,300,70,6.9,female,28,1,17702.4,0
450,300,103,6,female,28,1,17702.4,0
451,300,111,8.2,female,28,1,17702.4,0
452,300,131,6.7,female,28,1,17702.4,0
453,300,143,8.4,female,28,1,17702.4,0
454,300,164,7.1,female,28,1,17702.4,0
455,300,191,6.8,female,28,1,17702.4,0
456,300,254,5.8,female,28,1,17702.4,0
457,300,274,6.3,female,28,1,17702.4,0
458,302,43,7.4,female,24,1,26169.6,1
459,302,60,8.3,female,24,1,26169.6,1
460,302,65,7.3,female,24,1,26169.6,1
461,302,93,7,female,24,1,26169.6,1
462,302,115,7.4,female,24,1,26169.6,1
463,302,143,7.6,female,24,1,26169.6,1
464,302,167,7.2,female,24,1,26169.6,1
465,302,296,5.6,female,24,1,26169.6,1
466,302,356,4.3,female,24,1,26169.6,1
467,305,24,7.1,female,35,1,32332.8,1
468,305,100,6.3,female,35,1,32332.8,1
469,305,101,6.6,female,35,1,32332.8,1
470,305,107,7.6,female,35,1,32332.8,1
471,305,153,6.3,female,35,1,32332.8,1
472,305,264,4.8,female,35,1,32332.8,1
473,305,313,4.1,female,35,1,32332.8,1
474,307,64,8.8,female,26,1,27974.4,1
475,307,78,8,female,26,1,27974.4,1
476,307,90,7.5,female,26,1,27974.4,1
477,307,95,7.7,female,26,1,27974.4,1
478,307,170,8.3,female,26,1,27974.4,1
479,307,186,6.2,female,26,1,27974.4,1
480,307,285,6.9,female,26,1,27974.4,1
481,307,321,6.9,female,26,1,27974.4,1
482,307,376,6.4,female,26,1,27974.4,1
483,310,86,8.5,female,34,1,42336,0
484,310,132,7.3,female,34,1,42336,0
485,310,140,9.3,female,34,1,42336,0
486,310,141,7.4,female,34,1,42336,0
487,310,163,7,female,34,1,42336,0
488,310,166,7.6,female,34,1,42336,0
489,310,310,7.3,female,34,1,42336,0
490,310,338,8.2,female,34,1,42336,0
491,310,349,6,female,34,1,42336,0
492,310,352,7.5,female,34,1,42336,0
493,314,40,9,female,23,1,26534.4,1
494,314,52,7.3,female,23,1,26534.4,1
495,314,79,6.6,female,23,1,26534.4,1
496,314,129,7,female,23,1,26534.4,1
497,314,133,7.3,female,23,1,26534.4,1
498,314,191,6.9,female,23,1,26534.4,1
499,314,222,5.8,female,23,1,26534.4,1
500,317,20,7.1,female,27,1,12096,1
501,317,93,7.9,female,27,1,12096,1
502,317,95,7.9,female,27,1,12096,1
503,317,197,7.1,female,27,1,12096,1
504,317,235,5.2,female,27,1,12096,1
505,317,244,7.1,female,27,1,12096,1
506,317,253,7.5,female,27,1,12096,1
507,317,255,6.8,female,27,1,12096,1
508,317,274,5.4,female,27,1,12096,1
509,317,293,6.8,female,27,1,12096,1
510,323,17,10,female,29,0,33542.4,1
511,323,50,8.8,female,29,0,33542.4,1
512,323,54,7.3,female,29,0,33542.4,1
513,323,68,8.6,female,29,0,33542.4,1
514,323,195,6.1,female,29,0,33542.4,1
515,323,205,6.3,female,29,0,33542.4,1
516,323,226,5.9,female,29,0,33542.4,1
517,323,231,6.6,female,29,0,33542.4,1
518,323,234,6.2,female,29,0,33542.4,1
519,323,280,5,female,29,0,33542.4,1
520,324,108,8.3,female,24,0,78796.8,0
521,324,142,8.9,female,24,0,78796.8,0
522,324,315,7.9,female,24,0,78796.8,0
523,331,49,8.4,female,27,1,16224,0
524,331,82,8.6,female,27,1,16224,0
525,331,164,6.8,female,27,1,16224,0
526,331,179,8.2,female,27,1,16224,0
527,331,229,8,female,27,1,16224,0
528,331,233,7.7,female,27,1,16224,0
529,331,262,7.3,female,27,1,16224,0
530,331,310,7.9,female,27,1,16224,0
531,335,14,7.3,female,33,1,22848,0
532,335,42,7.7,female,33,1,22848,0
533,335,185,6.3,female,33,1,22848,0
534,335,189,5.8,female,33,1,22848,0
535,335,206,5.9,female,33,1,22848,0
536,335,248,6.9,female,33,1,22848,0
537,335,282,6.4,female,33,1,22848,0
538,335,332,4,female,33,1,22848,0
539,335,334,5.7,female,33,1,22848,0
540,335,338,5.1,female,33,1,22848,0
541,335,347,5.7,female,33,1,22848,0
542,335,364,4.2,female,33,1,22848,0
543,335,391,3.1,female,33,1,22848,0
544,339,51,7.8,female,27,1,30643.2,1
545,339,69,6.2,female,27,1,30643.2,1
546,339,224,6.8,female,27,1,30643.2,1
547,339,258,6.1,female,27,1,30643.2,1
548,339,316,4.6,female,27,1,30643.2,1
549,339,390,4.9,female,27,1,30643.2,1
550,342,129,5,female,19,1,16300.8,0
551,342,190,5.5,female,19,1,16300.8,0
552,342,261,4.9,female,19,1,16300.8,0
553,342,341,4.4,female,19,1,16300.8,0
554,342,374,2.7,female,19,1,16300.8,0
555,345,20,10,female,31,1,14745.6,1
556,345,49,9.1,female,31,1,14745.6,1
557,345,91,10,female,31,1,14745.6,1
558,345,220,9.4,female,31,1,14745.6,1
559,345,328,6.5,female,31,1,14745.6,1
560,345,334,5.2,female,31,1,14745.6,1
561,345,339,6.5,female,31,1,14745.6,1
562,346,21,6.5,female,35,1,83385.6,0
563,346,64,4.9,female,35,1,83385.6,0
564,346,88,5.9,female,35,1,83385.6,0
565,346,380,2.5,female,35,1,83385.6,0
566,349,10,7.2,female,21,1,18278.4,1
567,349,65,7.4,female,21,1,18278.4,1
568,349,354,3.4,female,21,1,18278.4,1
569,356,18,6.2,female,24,1,19641.6,1
570,356,34,4.9,female,24,1,19641.6,1
571,356,47,5.5,female,24,1,19641.6,1
572,356,119,6.9,female,24,1,19641.6,1
573,356,249,5.5,female,24,1,19641.6,1
574,356,305,3.5,female,24,1,19641.6,1
575,356,317,4,female,24,1,19641.6,1
576,357,40,7.8,female,31,1,36537.6,1
577,357,144,6.3,female,31,1,36537.6,1
578,357,165,6.6,female,31,1,36537.6,1
579,357,175,5.7,female,31,1,36537.6,1
580,357,185,6,female,31,1,36537.6,1
581,357,327,4.7,female,31,1,36537.6,1
582,357,363,3.3,female,31,1,36537.6,1
583,360,37,5.2,female,21,1,40281.6,1
584,360,68,5.3,female,21,1,40281.6,1
585,360,91,5,female,21,1,40281.6,1
586,360,116,5.4,female,21,1,40281.6,1
587,360,130,4.4,female,21,1,40281.6,1
588,360,133,3.8,female,21,1,40281.6,1
589,360,136,4.7,female,21,1,40281.6,1
590,360,155,5.3,female,21,1,40281.6,1
591,360,157,4.5,female,21,1,40281.6,1
592,360,197,4.2,female,21,1,40281.6,1
593,360,252,2.7,female,21,1,40281.6,1
594,360,323,3.6,female,21,1,40281.6,1
595,362,3,7.5,female,30,1,29011.2,1
596,362,6,7.2,female,30,1,29011.2,1
597,362,20,8,female,30,1,29011.2,1
598,362,23,6.3,female,30,1,29011.2,1
599,362,117,4.9,female,30,1,29011.2,1
600,362,264,5.1,female,30,1,29011.2,1
601,362,280,3.5,female,30,1,29011.2,1
602,362,285,4.2,female,30,1,29011.2,1
603,362,342,4.1,female,30,1,29011.2,1
604,362,370,4.1,female,30,1,29011.2,1
605,363,20,5.2,female,23,1,58291.2,1
606,363,117,4.8,female,23,1,58291.2,1
607,363,151,3.4,female,23,1,58291.2,1
608,363,236,4.3,female,23,1,58291.2,1
609,363,316,2.3,female,23,1,58291.2,1
610,363,354,2.6,female,23,1,58291.2,1
611,372,33,7.3,female,25,1,56371.2,0
612,372,58,6.7,female,25,1,56371.2,0
613,372,77,7.9,female,25,1,56371.2,0
614,372,96,8.2,female,25,1,56371.2,0
615,372,126,6.8,female,25,1,56371.2,0
616,372,168,6.1,female,25,1,56371.2,0
617,372,181,7.1,female,25,1,56371.2,0
618,372,211,5.8,female,25,1,56371.2,0
